DateTimeStamp,actHumidityOutdoor,actTempOutdoor,rainHourly,relativePressure,solarRadiation,uvRadiation,uvRadiationIndex,windDirection,windSpeed
2016.04.06 20:29:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.04.06 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.04.06 20:30:01,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:02,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:03,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:04,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:05,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:06,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:07,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:09,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:10,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:11,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:12,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:13,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:14,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:15,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:16,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:17,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:18,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:19,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:20,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:21,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:22,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:23,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:25,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:26,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:27,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:28,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:29,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:30,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:31,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:32,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:33,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:34,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:35,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:36,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:37,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:38,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:39,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:40,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:41,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:43,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:44,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:45,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:46,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:47,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:48,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:49,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:50,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:51,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:52,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:53,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:54,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:55,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:56,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:57,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:58,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:30:59,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:00,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:01,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:03,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:04,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:05,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:06,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:07,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:08,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:09,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:10,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:11,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:12,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:13,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:14,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:15,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:16,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:17,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:18,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:19,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:21,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:22,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:23,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:24,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:25,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:26,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:27,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:28,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:29,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:30,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:31,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:32,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:33,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:34,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:35,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:36,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:37,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:39,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:40,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:41,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:42,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:43,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:44,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:45,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:46,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:47,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:48,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:49,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:50,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:51,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:53,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:54,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:55,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:56,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:57,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:58,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:31:59,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:00,97.0,7.4,0.0,1006.6,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:01,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:02,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:03,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:04,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:05,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:06,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:07,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:08,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:09,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:10,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:11,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:13,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:14,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:15,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:16,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:17,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:18,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:19,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:20,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:21,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:22,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:23,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:24,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:25,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:26,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:27,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:28,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:29,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:30,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:31,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:32,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:33,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:35,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:36,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:37,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:38,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:39,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:40,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:41,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:42,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:43,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:44,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:45,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:46,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:47,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:48,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:49,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:51,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:52,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:53,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:54,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:55,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:56,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:57,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:58,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:32:59,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:00,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:01,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:02,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:03,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:04,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:05,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:06,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:07,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:08,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:09,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:10,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
2016.04.06 20:33:11,97.0,7.4,0.0,1006.7,0.0,2.0,0.0,97.0,0.0
